0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254
0.9051473546064086,0.8226061172096486,0.7346464074235257,0.6598800902827939,0.6154154387655044,0.5861306079326232,0.5786308175489578,0.5710208656158056,0.5337416760294209,0.5352704947888203,0.5876671210198801,0.6260222654770242,0.5782268680970235,0.6238431608115116,0.7626973534393944,0.8945383383382213,1.0,0.9804382782843968,0.8671866980030618,0.769894746909622,0.6721897802138823,0.6346080562243097,0.6126025213440984,0.5538549411372964,0.48926038494094914,0.4891896388632784,0.5444501481177353,0.6137517146121798,0.6419421570852188,0.6728683259729502,0.6634544273478875,0.6676248161567262,0.6921483147223269,0.715250121848678,0.7180031105857942,0.7191404713965026,0.7386343714665626,0.7458435116987516,0.7455133822271183,0.7301946627609581,0.7258695677170772,0.7629214098691053,0.7543561048116398,0.6802706726786569,0.5845771983220818,0.494175312848137,0.4121657579385163,0.3608462725446673,0.355648711017726,0.36088175034101955,0.38187246410850584,0.39734532274042866,0.42677341669547975,0.48197298439147573,0.4756895261927516,0.42453348842799965,0.5217033479748681,0.6740508030938619,0.8114366109306737,0.9299222127420546,0.9427213211102767,0.8386264191571327,0.7124792209216961,0.6030226143433612,0.5568618040439519,0.5435753481320997,0.4953092442065916,0.4317621976141659,0.44385438070969574,0.49960197334627754,0.5570316123174868,0.5781365246013088,0.5786294120368725,0.578630210467928,0.5802359021295107,0.597469715546664,0.5927461762967914,0.6111049817954282,0.6324780730191382,0.6406235448276592,0.6934718767219419,0.759229540398314,0.8360372171823016,0.9170270767671296,0.9222319109980042,0.8532744997717723,0.7691619421612534,0.6853913433412799,0.6057764156476102,0.5499872779930639,0.5348520102783976,0.5350275812502003,0.523032714612536,0.5229070165088965,0.5311990858536699,0.5845157456262475,0.5910589893388405,0.5557076173586699,0.6351031305708794,0.783653107697976,0.9311425206527142,0.9860859647601208,0.906815081788662,0.7800451296574007,0.6576944021671043,0.6224956413206053,0.6073925011235097,0.5708683800021701,0.5038036394206955,0.45839528628981974,0.485878274129961,0.5556364118824915,0.5984383950292411,0.6064583599185909,0.6065046742801483,0.6065053641865941,0.6079655517881086,0.6283478191340155,0.6343619183730898,0.6343806160941918,0.6358356470694462,0.661021276363285,0.6914173844799638,0.7266511621226259,0.7855748616713711,0.7388700646782693,0.6601578398303376,0.6224881157556643,0.596437690538413,0.5706506978066841,0.5611991149883959,0.5471088085655467,0.5655194269952135,0.5498251570100159,0.5396843430349509,0.5396040448962873,0.5390860139300413,0.5219612571449979,0.5039867391096022,0.445685383990611,0.38732783033070284,0.3744991467780272,0.4207364199632986,0.4852125410453416,0.5316505166005916,0.5411802443629217,0.5858543355914234,0.637188950722301,0.5244859777837432,0.39159850115951667,0.24298488238544635,0.11998628383051368,0.09832113201293868,0.20436334302905745,0.3443457492018638,0.4603210833654492,0.4798919769084895,0.45199884752137454,0.430273336967562,0.42826787728125115,0.4388982467498028,0.43542455554652104,0.4536305977013866,0.4947714187757235,0.562337189184392,0.638951793311147,0.7203749420668775,0.8018042321407046,0.7985797459905708,0.7248009487625673,0.6543807682074299,0.5907642046969652,0.5647349485680238,0.5407944366753581,0.5111084550857257,0.5044318795303013,0.5104128323649251,0.49918128243820803,0.4991204584145299,0.5062480813104377,0.48787726397583686,0.49323933216823956,0.4573198011568076,0.3982171773843488,0.35017342669439966,0.34804091583447594,0.3982372065907107,0.4561558999554931,0.48323654686868256,0.49537817836482656,0.565965873441427,0.5979249848223374,0.47986165089459476,0.33952498787456964,0.18947350670465557,0.06099842325036775,0.0,0.09558307365892471,0.2274242464511964,0.34599814138997953,0.3728915724025885,0.3338398371117304,0.3164844367000832,0.2987759006996402,0.27687510912354973,0.28767357664591486,0.28897310364486195,0.30704629236360415,0.37807151769427527,0.46482120039279806,0.5522284792663692,0.6464840180720177,0.6772681841920063,0.6451981759180248,0.6359271875978125,0.6534807869152424,0.6751588552888235,0.6712792639543226,0.652132985229704,0.649099509228102,0.6281999319271359,0.6212447808661654,0.6003397069096961,0.5952890142522769,0.585592342774369,0.5658479686083204,0.523027891775862,0.45180676609538306,0.40372964815960355,0.3799397877619919,0.4237924967453237,0.4919066347119596,0.5485941164878243,0.5676346604964033,0.6015343358336569,0.6740299516120007,0.5783862678882343,0.4298754350651075,0.29784612472857397,0.15239689825609926,0.08438264159363307,0.16828848558565213,0.2996804922240264,0.43410992785861957,0.48957192452189524,0.4598993377783911,0.4566858648470298,0.47960093079186894,0.501983812133342,0.5069134052436048,0.518750152378999,0.5440960228480645,0.591212870501792,0.6747040217895801,0.749709727439039
